,交通运输,仪器仪表,传媒娱乐,供水供气,公路桥梁,其它行业,农林牧渔,农药化肥,化工行业,化纤行业,医疗器械,印刷包装,发电设备,商业百货,塑料制品,家具行业,家电行业,建筑建材,开发区,房地产,摩托车,有色金属,服装鞋类,机械行业,次新股,水泥行业,汽车制造,煤炭行业,物资外贸,环保行业,玻璃行业,生物制药,电力行业,电器行业,电子信息,电子器件,石油行业,纺织机械,纺织行业,综合行业,船舶制造,造纸行业,酒店旅游,酿酒行业,金融行业,钢铁行业,陶瓷行业,飞机制造,食品行业
2026-03-23/2026-03-29,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.015625,0.0,0.006711409395973154,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.08108108108108109,0.0,0.0,0.04878048780487805,0.0,0.0,0.10204081632653061,0.037914691943127965,0.0,0.0,0.0,0.024390243902439025,0.09523809523809523,0.0,0.0,0.012903225806451613,0.0,0.05172413793103448,0.024291497975708502,0.019736842105263157,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.09803921568627451,0.0,0.0,0.0,0.05172413793103448
2026-03-30/2026-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026845637583892617,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0625,0.08108108108108109,0.01098901098901099,0.0,0.0,0.0,0.014705882352941176,0.04081632653061224,0.009478672985781991,0.0,0.0,0.02912621359223301,0.0,0.047619047619047616,0.0,0.15789473684210525,0.06451612903225806,0.03225806451612903,0.0,0.008097165991902834,0.019736842105263157,0.125,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.17647058823529413,0.05,0.0,0.0,0.034482758620689655
2026-04-06/2026-04-12,0.022988505747126436,0.0,0.0,0.04,0.0,0.005847953216374269,0.015625,0.15217391304347827,0.03355704697986577,0.07692307692307693,0.0,0.05,0.07692307692307693,0.0,0.0,0.0,0.24324324324324326,0.054945054945054944,0.0,0.04065040650406504,0.16666666666666666,0.058823529411764705,0.08163265306122448,0.061611374407582936,0.0,0.0,0.02912621359223301,0.0,0.047619047619047616,0.0,0.0,0.16774193548387098,0.03225806451612903,0.05172413793103448,0.016194331983805668,0.06578947368421052,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.08571428571428572,0.09090909090909091,0.0392156862745098,0.11666666666666667,0.0,0.0,0.08620689655172414
2026-04-13/2026-04-19,0.05747126436781609,0.020833333333333332,0.2,0.04,0.0,0.05263157894736842,0.09375,0.10869565217391304,0.087248322147651,0.4230769230769231,0.0,0.1,0.015384615384615385,0.15053763440860216,0.030303030303030304,0.375,0.08108108108108109,0.054945054945054944,0.3,0.10569105691056911,0.3333333333333333,0.17647058823529413,0.061224489795918366,0.07582938388625593,0.006622516556291391,0.038461538461538464,0.20388349514563106,0.07317073170731707,0.09523809523809523,0.18518518518518517,0.15789473684210525,0.14838709677419354,0.0,0.08620689655172414,0.06477732793522267,0.13815789473684212,0.08333333333333333,0.0,0.14285714285714285,0.0,0.0,0.25,0.34285714285714286,0.030303030303030304,0.0392156862745098,0.13333333333333333,0.0,0.0,0.017241379310344827
2026-04-20/2026-04-26,0.034482758620689655,0.20833333333333334,0.0,0.08,0.1,0.023391812865497075,0.09375,0.13043478260869565,0.08053691275167785,0.0,0.0,0.15,0.2153846153846154,0.11827956989247312,0.18181818181818182,0.25,0.2972972972972973,0.06593406593406594,0.4,0.15447154471544716,0.5,0.17647058823529413,0.0,0.1943127962085308,0.033112582781456956,0.15384615384615385,0.1262135922330097,0.024390243902439025,0.14285714285714285,0.037037037037037035,0.2631578947368421,0.025806451612903226,0.1774193548387097,0.43103448275862066,0.05263157894736842,0.19736842105263158,0.041666666666666664,0.0,0.19047619047619047,0.09090909090909091,0.125,0.4583333333333333,0.05714285714285714,0.09090909090909091,0.0784313725490196,0.13333333333333333,0.0,0.5,0.1896551724137931
2026-04-27/2026-05-03,0.0,0.0,0.0,0.16,0.0,0.011695906432748537,0.015625,0.1956521739130435,0.12080536912751678,0.2692307692307692,0.0,0.0,0.0,0.010752688172043012,0.06060606060606061,0.1875,0.24324324324324326,0.07692307692307693,0.3,0.16260162601626016,0.3333333333333333,0.11764705882352941,0.12244897959183673,0.08056872037914692,0.006622516556291391,0.11538461538461539,0.13592233009708737,0.34146341463414637,0.0,0.0,0.0,0.06451612903225806,0.25806451612903225,0.08620689655172414,0.048582995951417005,0.16447368421052633,0.125,0.0,0.023809523809523808,0.15151515151515152,0.625,0.125,0.0,0.06060606060606061,0.11764705882352941,0.0,0.0,0.21428571428571427,0.10344827586206896
2026-05-04/2026-05-10,0.022988505747126436,0.020833333333333332,0.05,0.08,0.15,0.04093567251461988,0.171875,0.08695652173913043,0.08053691275167785,0.11538461538461539,0.0,0.1,0.046153846153846156,0.08602150537634409,0.06060606060606061,0.0,0.24324324324324326,0.04395604395604396,0.1,0.056910569105691054,0.16666666666666666,0.35294117647058826,0.32653061224489793,0.0947867298578199,0.013245033112582781,0.07692307692307693,0.05825242718446602,0.12195121951219512,0.047619047619047616,0.037037037037037035,0.0,0.03870967741935484,0.06451612903225806,0.25862068965517243,0.06477732793522267,0.08552631578947369,0.0,0.375,0.09523809523809523,0.030303030303030304,0.0,0.08333333333333333,0.05714285714285714,0.06060606060606061,0.1568627450980392,0.0,0.0,0.21428571428571427,0.034482758620689655
2026-05-11/2026-05-17,0.08045977011494253,0.10416666666666667,0.15,0.44,0.15,0.06432748538011696,0.109375,0.08695652173913043,0.19463087248322147,0.11538461538461539,0.0,0.1,0.1076923076923077,0.043010752688172046,0.15151515151515152,0.25,0.16216216216216217,0.0989010989010989,0.0,0.24390243902439024,0.0,0.23529411764705882,0.2857142857142857,0.16113744075829384,0.046357615894039736,0.3076923076923077,0.20388349514563106,0.0,0.3333333333333333,0.0,0.10526315789473684,0.1935483870967742,0.3387096774193548,0.1206896551724138,0.13765182186234817,0.19078947368421054,0.0,0.0,0.23809523809523808,0.24242424242424243,0.0,0.16666666666666666,0.08571428571428572,0.06060606060606061,0.13725490196078433,0.08333333333333333,0.0,0.14285714285714285,0.10344827586206896
2026-05-18/2026-05-24,0.05747126436781609,0.1875,0.175,0.16,0.1,0.023391812865497075,0.0,0.021739130434782608,0.053691275167785234,0.0,0.0,0.2,0.12307692307692308,0.12903225806451613,0.12121212121212122,0.0625,0.02702702702702703,0.06593406593406594,0.2,0.11382113821138211,0.0,0.1323529411764706,0.1836734693877551,0.03317535545023697,0.006622516556291391,0.07692307692307693,0.21359223300970873,0.0,0.0,0.037037037037037035,0.0,0.03225806451612903,0.1774193548387097,0.22413793103448276,0.11740890688259109,0.13157894736842105,0.125,0.375,0.0,0.0,0.0,0.16666666666666666,0.08571428571428572,0.06060606060606061,0.11764705882352941,0.1,0.0,0.07142857142857142,0.05172413793103448
2026-05-25/2026-05-31,0.04597701149425287,0.020833333333333332,0.0,0.0,0.15,0.005847953216374269,0.0,0.043478260869565216,0.020134228187919462,0.11538461538461539,0.0,0.0,0.015384615384615385,0.03225806451612903,0.06060606060606061,0.0,0.21621621621621623,0.0,0.3,0.024390243902439025,0.0,0.029411764705882353,0.04081632653061224,0.052132701421800945,0.013245033112582781,0.038461538461538464,0.009708737864077669,0.0,0.0,0.07407407407407407,0.15789473684210525,0.0,0.14516129032258066,0.017241379310344827,0.012145748987854251,0.11842105263157894,0.041666666666666664,0.0,0.047619047619047616,0.0,0.125,0.041666666666666664,0.02857142857142857,0.15151515151515152,0.058823529411764705,0.03333333333333333,0.0,0.0,0.06896551724137931
2026-06-01/2026-06-07,0.08045977011494253,0.041666666666666664,0.0,0.0,0.25,0.0,0.046875,0.0,0.06711409395973154,0.038461538461538464,0.0,0.0,0.0,0.0967741935483871,0.12121212121212122,0.0,0.10810810810810811,0.08791208791208792,0.0,0.0,0.0,0.17647058823529413,0.02040816326530612,0.05687203791469194,0.0,0.0,0.0,0.3170731707317073,0.19047619047619047,0.25925925925925924,0.2631578947368421,0.03225806451612903,0.41935483870967744,0.0,0.016194331983805668,0.046052631578947366,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.11428571428571428,0.030303030303030304,0.0,0.016666666666666666,0.0,0.0,0.0
2026-06-08/2026-06-14,0.08045977011494253,0.14583333333333334,0.225,0.0,0.0,0.13450292397660818,0.109375,0.021739130434782608,0.2214765100671141,0.5384615384615384,0.0,0.6,0.0,0.12903225806451613,0.9090909090909091,0.6875,0.10810810810810811,0.32967032967032966,0.6,0.08943089430894309,1.3333333333333333,0.2647058823529412,0.4489795918367347,0.2796208530805687,0.006622516556291391,0.11538461538461539,0.14563106796116504,0.6341463414634146,0.8095238095238095,0.2222222222222222,0.05263157894736842,0.2129032258064516,0.04838709677419355,0.15517241379310345,0.4291497975708502,0.3092105263157895,0.08333333333333333,0.125,0.38095238095238093,0.030303030303030304,0.0,0.16666666666666666,0.6857142857142857,0.30303030303030304,0.9019607843137255,0.13333333333333333,0.75,0.0,0.46551724137931033
2026-06-15/2026-06-21,0.367816091954023,0.8333333333333334,0.3,0.4,0.0,0.21052631578947367,0.3125,0.391304347826087,1.1543624161073827,1.5384615384615385,0.0,0.0,0.12307692307692308,0.34408602150537637,0.48484848484848486,0.75,1.0,0.24175824175824176,0.3,0.6097560975609756,1.3333333333333333,1.9558823529411764,0.7959183673469388,0.4786729857819905,0.23841059602649006,0.6538461538461539,0.7475728155339806,0.24390243902439024,0.6190476190476191,0.37037037037037035,1.4210526315789473,0.32903225806451614,0.3064516129032258,0.41379310344827586,0.3117408906882591,0.618421052631579,0.5833333333333334,0.5,0.4523809523809524,0.24242424242424243,0.0,0.7083333333333334,0.08571428571428572,0.0,2.3137254901960786,0.31666666666666665,0.0,1.0714285714285714,0.6206896551724138
2026-06-22/2026-06-28,0.42528735632183906,0.3125,0.325,0.76,0.3,0.18128654970760233,0.078125,0.9782608695652174,0.8120805369127517,0.4230769230769231,0.16129032258064516,0.25,0.7384615384615385,0.5268817204301075,0.09090909090909091,0.6875,0.7027027027027027,0.3516483516483517,0.1,0.5528455284552846,1.3333333333333333,1.4411764705882353,1.1224489795918366,0.3886255924170616,0.17218543046357615,0.8846153846153846,0.2815533980582524,0.36585365853658536,0.9523809523809523,0.5555555555555556,0.7894736842105263,0.5612903225806452,0.1774193548387097,1.293103448275862,0.44534412955465585,1.263157894736842,0.0,0.25,0.47619047619047616,0.30303030303030304,1.25,0.25,0.2571428571428571,0.15151515151515152,1.0980392156862746,0.31666666666666665,0.0,0.8571428571428571,0.034482758620689655
2026-06-29/2026-07-05,0.09195402298850575,0.3541666666666667,0.3,0.04,0.55,0.04093567251461988,0.765625,0.34782608695652173,0.174496644295302,0.23076923076923078,0.22580645161290322,0.1,0.16923076923076924,0.021505376344086023,0.24242424242424243,1.3125,0.5945945945945946,0.23076923076923078,0.0,0.25203252032520324,1.5,0.22058823529411764,0.32653061224489793,0.32701421800947866,0.0,0.6923076923076923,0.32038834951456313,0.21951219512195122,0.14285714285714285,0.1111111111111111,0.42105263157894735,0.8,0.0,0.3448275862068966,0.14979757085020243,0.34210526315789475,0.0,0.0,0.38095238095238093,0.30303030303030304,0.0,0.2916666666666667,0.0,0.12121212121212122,0.3333333333333333,0.45,0.25,2.142857142857143,0.3103448275862069
2026-07-06/2026-07-12,1.1149425287356323,0.2708333333333333,0.925,2.56,2.65,0.15204678362573099,1.6875,1.0434782608695652,0.5570469798657718,0.5769230769230769,0.4838709677419355,0.85,0.47692307692307695,0.967741935483871,0.5757575757575758,0.375,1.5135135135135136,0.8351648351648352,1.6,0.8373983739837398,0.16666666666666666,0.5,1.489795918367347,0.5876777251184834,0.052980132450331126,0.7307692307692307,1.2427184466019416,1.5365853658536586,1.2380952380952381,0.8518518518518519,0.2631578947368421,2.412903225806452,0.6612903225806451,0.5344827586206896,0.5465587044534413,0.3157894736842105,1.25,0.0,1.1428571428571428,1.3636363636363635,0.75,1.875,1.2285714285714286,0.9090909090909091,1.3137254901960784,0.8666666666666667,1.875,0.7857142857142857,2.3448275862068964
2026-07-13/2026-07-19,1.3563218390804597,0.5,1.925,1.52,2.05,0.1871345029239766,1.359375,1.434782608695652,0.7114093959731543,0.46153846153846156,0.7419354838709677,1.2,0.3076923076923077,1.989247311827957,0.5151515151515151,1.0625,1.3513513513513513,1.5384615384615385,2.6,1.6585365853658536,1.3333333333333333,0.6029411764705882,0.8979591836734694,0.3981042654028436,0.0,2.9615384615384617,0.7669902912621359,2.2439024390243905,1.9523809523809523,1.037037037037037,0.8947368421052632,0.9806451612903225,1.064516129032258,0.3620689655172414,0.6437246963562753,0.21052631578947367,1.5,0.0,0.7857142857142857,1.606060606060606,0.0,0.25,2.0285714285714285,3.1818181818181817,2.2549019607843137,2.066666666666667,0.125,0.5,1.293103448275862
2026-07-20/2026-07-26,0.6206896551724138,0.625,0.45,0.88,0.6,0.0935672514619883,0.421875,1.0869565217391304,0.9932885906040269,1.4230769230769231,0.2903225806451613,0.0,0.6923076923076923,0.8172043010752689,0.06060606060606061,0.0,0.5135135135135135,0.9120879120879121,0.0,0.44715447154471544,1.3333333333333333,0.5882352941176471,0.4897959183673469,0.5023696682464455,0.19205298013245034,0.7307692307692307,0.5922330097087378,0.975609756097561,0.5238095238095238,0.37037037037037035,0.15789473684210525,0.3935483870967742,4.080645161290323,0.43103448275862066,0.4898785425101215,0.13157894736842105,0.2916666666666667,0.5,0.42857142857142855,0.2727272727272727,1.0,0.9583333333333334,1.1428571428571428,0.5151515151515151,1.0196078431372548,1.15,0.0,1.0,0.5172413793103449
2026-07-27/2026-08-02,2.057471264367816,0.6458333333333334,1.375,1.16,1.35,0.3508771929824561,1.453125,2.608695652173913,1.3624161073825503,2.269230769230769,0.41935483870967744,3.15,2.3692307692307693,1.1935483870967742,1.5454545454545454,1.25,2.081081081081081,1.879120879120879,0.9,1.975609756097561,1.8333333333333333,1.9264705882352942,1.8775510204081634,1.6872037914691944,0.4370860927152318,0.9230769230769231,2.6310679611650487,0.5121951219512195,2.9047619047619047,1.1481481481481481,1.5263157894736843,0.6967741935483871,0.532258064516129,1.8275862068965518,1.1336032388663968,0.8289473684210527,0.6666666666666666,2.0,1.5714285714285714,2.0606060606060606,3.5,2.3333333333333335,2.6285714285714286,1.878787878787879,1.2352941176470589,1.3,0.375,1.2857142857142858,2.0
2026-08-03/2026-08-09,1.8275862068965518,1.5,2.175,2.92,2.65,0.6900584795321637,2.8125,2.217391304347826,2.2550335570469797,2.0384615384615383,0.967741935483871,2.35,1.8615384615384616,3.3870967741935485,3.1818181818181817,4.0,2.27027027027027,2.7142857142857144,4.2,2.5934959349593494,4.0,3.0588235294117645,3.306122448979592,2.3507109004739335,0.6357615894039735,2.8461538461538463,2.2815533980582523,1.7317073170731707,2.2857142857142856,2.5555555555555554,3.1052631578947367,2.3161290322580643,0.6935483870967742,2.4827586206896552,1.5506072874493928,2.0789473684210527,2.25,3.375,3.3095238095238093,3.0303030303030303,0.5,3.5833333333333335,2.6857142857142855,2.4242424242424243,2.3333333333333335,1.7,1.0,3.2857142857142856,2.4310344827586206
2026-08-10/2026-08-16,0.45977011494252873,0.75,0.95,1.16,0.0,0.23391812865497075,1.109375,0.6739130434782609,0.825503355704698,0.7307692307692307,0.7096774193548387,0.3,0.7230769230769231,1.1397849462365592,0.21212121212121213,1.625,0.9459459459459459,0.4175824175824176,0.8,1.008130081300813,0.3333333333333333,0.9411764705882353,1.0,0.6682464454976303,0.2052980132450331,1.3461538461538463,0.7572815533980582,2.4390243902439024,1.2857142857142858,0.4074074074074074,1.0526315789473684,1.5290322580645161,1.6290322580645162,0.8275862068965517,0.8259109311740891,1.5526315789473684,0.7916666666666666,0.5,0.2619047619047619,0.7272727272727273,0.625,0.5,0.9142857142857143,0.9090909090909091,0.27450980392156865,0.43333333333333335,0.0,1.0714285714285714,0.9310344827586207
2026-08-17/2026-08-23,0.6091954022988506,0.0625,0.25,0.6,0.1,0.14035087719298245,0.703125,0.43478260869565216,0.38926174496644295,0.2692307692307692,0.12903225806451613,0.1,0.1076923076923077,0.3763440860215054,0.24242424242424243,0.25,1.162162162162162,0.34065934065934067,0.2,0.34959349593495936,0.3333333333333333,0.39705882352941174,0.6938775510204082,0.2559241706161137,0.13245033112582782,0.3076923076923077,0.39805825242718446,0.7560975609756098,0.7142857142857143,0.037037037037037035,0.0,0.2064516129032258,0.25806451612903225,0.2413793103448276,0.14979757085020243,0.23026315789473684,1.2083333333333333,0.625,0.47619047619047616,0.8181818181818182,0.75,0.2916666666666667,0.3142857142857143,0.09090909090909091,1.0196078431372548,0.25,0.0,0.35714285714285715,0.4827586206896552
2026-08-24/2026-08-30,1.9540229885057472,0.375,0.625,1.12,4.2,0.11695906432748537,0.984375,1.3695652173913044,1.3020134228187918,1.5,0.16129032258064516,1.3,0.4153846153846154,1.075268817204301,1.5454545454545454,2.3125,0.8648648648648649,2.0,2.5,1.7560975609756098,2.1666666666666665,1.2352941176470589,1.0,0.9383886255924171,0.09933774834437085,2.423076923076923,1.5533980582524272,1.853658536585366,2.0,1.037037037037037,0.3157894736842105,0.23225806451612904,0.7580645161290323,0.5172413793103449,0.5060728744939271,0.5131578947368421,3.0,0.0,1.3333333333333333,0.8787878787878788,0.375,2.0,2.4571428571428573,1.1818181818181819,2.8627450980392157,2.7666666666666666,0.875,1.3571428571428572,0.6896551724137931
2026-08-31/2026-09-06,0.40229885057471265,0.2708333333333333,0.55,0.72,0.9,0.011695906432748537,0.25,0.782608695652174,0.5167785234899329,0.6538461538461539,0.0,0.8,0.15384615384615385,0.5483870967741935,0.42424242424242425,0.1875,0.1891891891891892,0.43956043956043955,0.7,0.5772357723577236,0.0,0.5588235294117647,0.22448979591836735,0.3933649289099526,0.039735099337748346,0.9230769230769231,0.6019417475728155,0.4878048780487805,1.0,0.37037037037037035,0.05263157894736842,0.16129032258064516,0.3225806451612903,0.46551724137931033,0.3319838056680162,0.18421052631578946,0.0,0.0,0.6904761904761905,0.36363636363636365,0.125,0.5416666666666666,0.5142857142857142,0.5454545454545454,1.2745098039215685,0.8833333333333333,0.125,0.7857142857142857,0.3103448275862069
